winner,A,B,A_synergy,B_synergy
1,"['haze', 'bebop', 'viscous', 'lady geist', 'pocket', 'paradox']","['ivy', 'seven', 'warden', 'shiv', 'kelvin', 'abrams']",7.452358088503302,7.327409205108779
1,"['wraith', 'lady geist', 'viscous', 'pocket', 'warden', 'paradox']","['bebop', 'mo & krill', 'grey talon', 'ivy', 'vindicta', 'seven']",7.391092976068464,7.54875395512542
0,"['haze', 'grey talon', 'seven', 'mo & krill', 'vindicta', 'bebop']","['kelvin', 'paradox', 'lady geist', 'ivy', 'mcginnis', 'wraith']",7.5932269426593315,7.393888769607167
0,"['ivy', 'bebop', 'warden', 'mo & krill', 'shiv', 'seven']","['wraith', 'haze', 'viscous', 'grey talon', 'lady geist', 'pocket']",7.4264641911863345,7.457700374322282
1,"['wraith', 'bebop', 'vindicta', 'grey talon', 'yamato', 'lady geist']","['lash', 'ivy', 'infernus', 'paradox', 'haze', 'seven']",7.532324310003269,7.594031263821947
0,"['viscous', 'mo & krill', 'grey talon', 'warden', 'ivy', 'mcginnis']","['haze', 'pocket', 'paradox', 'wraith', 'lady geist', 'seven']",7.471293583790532,7.507827575480463
1,"['pocket', 'infernus', 'mo & krill', 'bebop', 'vindicta', 'seven']","['shiv', 'grey talon', 'wraith', 'lady geist', 'haze', 'abrams']",7.5805388808523855,7.52266406433231
0,"['infernus', 'bebop', 'mcginnis', 'yamato', 'pocket', 'grey talon']","['vindicta', 'abrams', 'viscous', 'seven', 'shiv', 'haze']",7.518499286129718,7.482153796514726
0,"['warden', 'bebop', 'vindicta', 'haze', 'lash', 'seven']","['lady geist', 'paradox', 'kelvin', 'mcginnis', 'wraith', 'infernus']",7.488020870048481,7.436941506825818
0,"['haze', 'shiv', 'vindicta', 'grey talon', 'abrams', 'infernus']","['mcginnis', 'lady geist', 'bebop', 'pocket', 'ivy', 'seven']",7.56526176460612,7.3956976179846565
1,"['vindicta', 'ivy', 'shiv', 'yamato', 'mcginnis', 'wraith']","['seven', 'haze', 'paradox', 'infernus', 'grey talon', 'bebop']",7.52501026672973,7.612903142878491
0,"['mcginnis', 'lady geist', 'pocket', 'wraith', 'bebop', 'mo & krill']","['infernus', 'grey talon', 'abrams', 'haze', 'seven', 'vindicta']",7.447255214583073,7.557029112720049
1,"['wraith', 'ivy', 'vindicta', 'shiv', 'mcginnis', 'grey talon']","['haze', 'warden', 'infernus', 'paradox', 'lash', 'yamato']",7.5302761223262245,7.52941232160051
1,"['paradox', 'warden', 'infernus', 'yamato', 'haze', 'mcginnis']","['pocket', 'shiv', 'abrams', 'lady geist', 'vindicta', 'seven']",7.52090041041603,7.469075336863706
0,"['vindicta', 'infernus', 'haze', 'abrams', 'wraith', 'seven']","['mcginnis', 'grey talon', 'ivy', 'lady geist', 'paradox', 'dynamo']",7.535568133992664,7.4989207887657825
0,"['dynamo', 'abrams', 'wraith', 'haze', 'mcginnis', 'vindicta']","['lady geist', 'grey talon', 'shiv', 'seven', 'infernus', 'ivy']",7.50668453038805,7.523281670598223
1,"['seven', 'grey talon', 'shiv', 'viscous', 'infernus', 'warden']","['kelvin', 'wraith', 'dynamo', 'vindicta', 'pocket', 'mo & krill']",7.4503711350776145,7.511139557021723
1,"['infernus', 'vindicta', 'dynamo', 'mcginnis', 'warden', 'bebop']","['yamato', 'pocket', 'seven', 'lash', 'haze', 'wraith']",7.514590959679204,7.494314557578745
0,"['shiv', 'yamato', 'haze', 'abrams', 'lady geist', 'infernus']","['seven', 'warden', 'vindicta', 'bebop', 'mcginnis', 'kelvin']",7.525533818443382,7.39829177027465
0,"['mo & krill', 'haze', 'infernus', 'paradox', 'vindicta', 'seven']","['kelvin', 'yamato', 'lady geist', 'lash', 'bebop', 'viscous']",7.637554142600764,7.380843139787652
1,"['grey talon', 'viscous', 'mcginnis', 'vindicta', 'mo & krill', 'abrams']","['seven', 'haze', 'bebop', 'pocket', 'kelvin', 'warden']",7.485027323395805,7.457443455117674
1,"['seven', 'mcginnis', 'wraith', 'grey talon', 'haze', 'infernus']","['yamato', 'vindicta', 'lady geist', 'paradox', 'dynamo', 'pocket']",7.54722202020938,7.457794989441369
1,"['haze', 'infernus', 'paradox', 'grey talon', 'bebop', 'wraith']","['shiv', 'lady geist', 'kelvin', 'seven', 'vindicta', 'abrams']",7.6326421576904435,7.42251120294838
1,"['vindicta', 'dynamo', 'ivy', 'paradox', 'lash', 'haze']","['bebop', 'wraith', 'mo & krill', 'seven', 'mcginnis', 'infernus']",7.5897314806852965,7.502642842445077
1,"['haze', 'pocket', 'warden', 'vindicta', 'infernus', 'lady geist']","['kelvin', 'seven', 'yamato', 'mcginnis', 'mo & krill', 'wraith']",7.5717109747346525,7.437418580969934
0,"['pocket', 'seven', 'wraith', 'haze', 'warden', 'lash']","['shiv', 'kelvin', 'mo & krill', 'bebop', 'vindicta', 'paradox']",7.43548526141544,7.566590061751958
1,"['haze', 'bebop', 'abrams', 'kelvin', 'mcginnis', 'shiv']","['paradox', 'wraith', 'pocket', 'vindicta', 'lady geist', 'ivy']",7.454695780140942,7.500294739148875
0,"['paradox', 'seven', 'grey talon', 'viscous', 'vindicta', 'shiv']","['wraith', 'kelvin', 'yamato', 'bebop', 'dynamo', 'ivy']",7.541458949338694,7.471384455932187
1,"['haze', 'paradox', 'vindicta', 'seven', 'pocket', 'shiv']","['abrams', 'ivy', 'infernus', 'mcginnis', 'wraith', 'yamato']",7.585175615391576,7.4802293125097545
0,"['ivy', 'seven', 'mo & krill', 'vindicta', 'wraith', 'lash']","['mcginnis', 'pocket', 'haze', 'dynamo', 'paradox', 'bebop']",7.475210473796158,7.5209273231069425
0,"['wraith', 'seven', 'grey talon', 'mcginnis', 'paradox', 'haze']","['lash', 'bebop', 'infernus', 'vindicta', 'kelvin', 'pocket']",7.537557921698479,7.5235363273283165
1,"['grey talon', 'lash', 'pocket', 'abrams', 'vindicta', 'kelvin']","['infernus', 'lady geist', 'wraith', 'seven', 'shiv', 'paradox']",7.437981973468649,7.572382739294714
1,"['warden', 'infernus', 'mcginnis', 'ivy', 'grey talon', 'lady geist']","['wraith', 'seven', 'vindicta', 'shiv', 'bebop', 'haze']",7.4491370358000175,7.558395812244263
1,"['pocket', 'bebop', 'wraith', 'yamato', 'infernus', 'haze']","['grey talon', 'ivy', 'shiv', 'kelvin', 'seven', 'vindicta']",7.559652999130641,7.490206150348966
1,"['haze', 'kelvin', 'ivy', 'bebop', 'paradox', 'abrams']","['mcginnis', 'vindicta', 'pocket', 'wraith', 'lash', 'lady geist']",7.4777627527129695,7.4342058900454635
1,"['infernus', 'mo & krill', 'vindicta', 'seven', 'wraith', 'mcginnis']","['warden', 'haze', 'ivy', 'abrams', 'viscous', 'bebop']",7.516555615486974,7.428588686822176
0,"['lady geist', 'grey talon', 'wraith', 'bebop', 'seven', 'viscous']","['mcginnis', 'haze', 'shiv', 'abrams', 'paradox', 'kelvin']",7.441589543680468,7.471656783118223
0,"['infernus', 'haze', 'mo & krill', 'abrams', 'vindicta', 'viscous']","['seven', 'bebop', 'yamato', 'wraith', 'warden', 'grey talon']",7.561895314207044,7.473015336255515
1,"['viscous', 'wraith', 'kelvin', 'seven', 'grey talon', 'infernus']","['dynamo', 'abrams', 'bebop', 'warden', 'haze', 'shiv']",7.419814768443106,7.485894680483414
0,"['lady geist', 'pocket', 'seven', 'mcginnis', 'kelvin', 'infernus']","['wraith', 'haze', 'viscous', 'grey talon', 'yamato', 'vindicta']",7.421764968641222,7.539656907054835
1,"['haze', 'dynamo', 'seven', 'bebop', 'mo & krill', 'pocket']","['wraith', 'shiv', 'kelvin', 'yamato', 'infernus', 'vindicta']",7.55136747945359,7.495672730955562
1,"['haze', 'seven', 'paradox', 'infernus', 'shiv', 'mcginnis']","['warden', 'ivy', 'pocket', 'viscous', 'lady geist', 'abrams']",7.613151745256476,7.351662057614265
1,"['bebop', 'pocket', 'paradox', 'abrams', 'vindicta', 'warden']","['haze', 'seven', 'wraith', 'kelvin', 'lash', 'mcginnis']",7.453558430734703,7.4143631834630765
1,"['wraith', 'ivy', 'shiv', 'pocket', 'seven', 'mcginnis']","['infernus', 'yamato', 'haze', 'paradox', 'grey talon', 'vindicta']",7.505466429461526,7.6185560885476615
1,"['vindicta', 'mcginnis', 'pocket', 'seven', 'paradox', 'dynamo']","['grey talon', 'viscous', 'kelvin', 'bebop', 'infernus', 'haze']",7.488982198404269,7.514406352138715
1,"['seven', 'bebop', 'viscous', 'vindicta', 'lady geist', 'lash']","['warden', 'yamato', 'shiv', 'haze', 'dynamo', 'abrams']",7.4474637132037005,7.469334176143334
0,"['vindicta', 'mcginnis', 'paradox', 'haze', 'yamato', 'bebop']","['infernus', 'wraith', 'lady geist', 'dynamo', 'pocket', 'seven']",7.526697793225834,7.496115624706848
0,"['mo & krill', 'infernus', 'seven', 'lady geist', 'grey talon', 'haze']","['wraith', 'abrams', 'yamato', 'ivy', 'vindicta', 'mcginnis']",7.612749950829167,7.472967028016487
0,"['seven', 'ivy', 'yamato', 'wraith', 'shiv', 'viscous']","['dynamo', 'bebop', 'grey talon', 'mcginnis', 'haze', 'vindicta']",7.502884382126597,7.564792726077075
1,"['mcginnis', 'vindicta', 'lash', 'wraith', 'haze', 'shiv']","['grey talon', 'infernus', 'abrams', 'yamato', 'lady geist', 'warden']",7.509847897327806,7.454190314383484
0,"['abrams', 'paradox', 'mo & krill', 'infernus', 'mcginnis', 'seven']","['grey talon', 'viscous', 'wraith', 'bebop', 'haze', 'lady geist']",7.569223775419469,7.4946748677623924
1,"['grey talon', 'mo & krill', 'yamato', 'abrams', 'vindicta', 'mcginnis']","['kelvin', 'infernus', 'haze', 'seven', 'paradox', 'bebop']",7.51948866334158,7.539033629561825
0,"['dynamo', 'kelvin', 'bebop', 'haze', 'warden', 'shiv']","['pocket', 'paradox', 'wraith', 'mcginnis', 'yamato', 'seven']",7.531920408872184,7.465355016007584
1,"['lady geist', 'wraith', 'yamato', 'lash', 'mo & krill', 'shiv']","['grey talon', 'haze', 'infernus', 'dynamo', 'paradox', 'vindicta']",7.43794464907711,7.630550609903699
0,"['viscous', 'haze', 'grey talon', 'shiv', 'kelvin', 'infernus']","['abrams', 'warden', 'paradox', 'vindicta', 'mo & krill', 'seven']",7.518242613525653,7.487071742970941
1,"['infernus', 'seven', 'mo & krill', 'shiv', 'paradox', 'abrams']","['mcginnis', 'vindicta', 'kelvin', 'bebop', 'grey talon', 'pocket']",7.600527961865872,7.471013207257402
0,"['grey talon', 'wraith', 'pocket', 'abrams', 'infernus', 'seven']","['mo & krill', 'haze', 'lash', 'vindicta', 'bebop', 'viscous']",7.5105312840645455,7.537536168944228
1,"['vindicta', 'grey talon', 'wraith', 'warden', 'bebop', 'seven']","['mcginnis', 'haze', 'abrams', 'paradox', 'infernus', 'yamato']",7.498674880535833,7.5214995480751865
1,"['mo & krill', 'seven', 'mcginnis', 'infernus', 'grey talon', 'bebop']","['shiv', 'yamato', 'vindicta', 'haze', 'dynamo', 'abrams']",7.549249092944921,7.530580507510166
0,"['haze', 'seven', 'grey talon', 'bebop', 'warden', 'lady geist']","['vindicta', 'paradox', 'abrams', 'mcginnis', 'mo & krill', 'infernus']",7.522398078793329,7.575999647391666
0,"['kelvin', 'abrams', 'mcginnis', 'bebop', 'haze', 'grey talon']","['infernus', 'seven', 'warden', 'lash', 'wraith', 'vindicta']",7.450375915836474,7.447630102649955
1,"['yamato', 'shiv', 'wraith', 'pocket', 'grey talon', 'infernus']","['haze', 'vindicta', 'lady geist', 'warden', 'seven', 'kelvin']",7.579125684812245,7.486958222657353
0,"['infernus', 'haze', 'mcginnis', 'seven', 'dynamo', 'wraith']","['shiv', 'grey talon', 'ivy', 'bebop', 'vindicta', 'viscous']",7.555057854768379,7.535582515567636
1,"['mcginnis', 'paradox', 'vindicta', 'abrams', 'infernus', 'yamato']","['lady geist', 'warden', 'haze', 'shiv', 'wraith', 'seven']",7.486954738207534,7.480557700034064
1,"['lady geist', 'haze', 'mo & krill', 'wraith', 'dynamo', 'mcginnis']","['infernus', 'lash', 'paradox', 'shiv', 'seven', 'vindicta']",7.500343973069506,7.599721769074831
0,"['abrams', 'wraith', 'dynamo', 'infernus', 'haze', 'lady geist']","['vindicta', 'pocket', 'shiv', 'yamato', 'kelvin', 'mo & krill']",7.522202482553854,7.527544591090754
1,"['lady geist', 'seven', 'yamato', 'abrams', 'wraith', 'kelvin']","['pocket', 'bebop', 'mcginnis', 'warden', 'dynamo', 'infernus']",7.350259291821564,7.495416357825456
0,"['pocket', 'viscous', 'seven', 'vindicta', 'shiv', 'mo & krill']","['haze', 'ivy', 'abrams', 'grey talon', 'kelvin', 'bebop']",7.50981765525917,7.487475294402502
1,"['yamato', 'pocket', 'wraith', 'seven', 'lash', 'infernus']","['haze', 'mo & krill', 'paradox', 'mcginnis', 'grey talon', 'bebop']",7.509443274607204,7.617494787176727
1,"['pocket', 'grey talon', 'wraith', 'shiv', 'ivy', 'lash']","['abrams', 'bebop', 'kelvin', 'vindicta', 'haze', 'mcginnis']",7.5003662861101965,7.450904070535308
1,"['paradox', 'seven', 'bebop', 'warden', 'wraith', 'vindicta']","['abrams', 'lady geist', 'haze', 'ivy', 'kelvin', 'dynamo']",7.486979686148531,7.423541628107645
1,"['vindicta', 'warden', 'shiv', 'infernus', 'wraith', 'grey talon']","['seven', 'haze', 'abrams', 'viscous', 'mcginnis', 'lady geist']",7.510711879272215,7.389273127069551
1,"['haze', 'dynamo', 'abrams', 'shiv', 'yamato', 'infernus']","['wraith', 'lash', 'bebop', 'vindicta', 'seven', 'mo & krill']",7.55536563673342,7.487420283481032
0,"['infernus', 'mcginnis', 'kelvin', 'haze', 'bebop', 'pocket']","['vindicta', 'wraith', 'lady geist', 'dynamo', 'seven', 'mo & krill']",7.520540240999018,7.471775386905185
0,"['mo & krill', 'infernus', 'grey talon', 'seven', 'bebop', 'warden']","['yamato', 'mcginnis', 'wraith', 'paradox', 'kelvin', 'vindicta']",7.537909229028974,7.444702182433713
0,"['yamato', 'dynamo', 'ivy', 'pocket', 'mo & krill', 'warden']","['vindicta', 'bebop', 'infernus', 'seven', 'grey talon', 'abrams']",7.510826520684427,7.533991426378433
0,"['infernus', 'mcginnis', 'wraith', 'seven', 'yamato', 'abrams']","['vindicta', 'bebop', 'mo & krill', 'grey talon', 'lady geist', 'haze']",7.455173103646703,7.591751862007404
0,"['ivy', 'seven', 'shiv', 'vindicta', 'wraith', 'paradox']","['bebop', 'haze', 'infernus', 'mcginnis', 'lash', 'kelvin']",7.570237819448055,7.5150168901946115
1,"['pocket', 'seven', 'shiv', 'wraith', 'yamato', 'lash']","['grey talon', 'haze', 'warden', 'mcginnis', 'bebop', 'mo & krill']",7.476336444338736,7.536635784170338
1,"['yamato', 'lady geist', 'wraith', 'haze', 'seven', 'vindicta']","['abrams', 'pocket', 'bebop', 'mcginnis', 'grey talon', 'kelvin']",7.527352853928441,7.39872164247083
1,"['abrams', 'yamato', 'vindicta', 'viscous', 'wraith', 'bebop']","['infernus', 'haze', 'seven', 'grey talon', 'kelvin', 'pocket']",7.450485764097618,7.5454411598142475
0,"['dynamo', 'lady geist', 'lash', 'ivy', 'viscous', 'wraith']","['grey talon', 'seven', 'mcginnis', 'bebop', 'yamato', 'haze']",7.401640689568336,7.513011712298918
0,"['lady geist', 'abrams', 'haze', 'mo & krill', 'warden', 'pocket']","['kelvin', 'vindicta', 'paradox', 'seven', 'infernus', 'dynamo']",7.517412500922018,7.5173364043362305
1,"['infernus', 'vindicta', 'dynamo', 'mcginnis', 'grey talon', 'seven']","['haze', 'bebop', 'lash', 'lady geist', 'viscous', 'pocket']",7.534270210385106,7.437199530064481
0,"['lady geist', 'mcginnis', 'wraith', 'grey talon', 'haze', 'viscous']","['pocket', 'warden', 'abrams', 'seven', 'paradox', 'ivy']",7.437388311576112,7.430243425619864
1,"['viscous', 'wraith', 'abrams', 'mcginnis', 'grey talon', 'vindicta']","['seven', 'lady geist', 'haze', 'paradox', 'warden', 'kelvin']",7.407601647312571,7.465046659657886
1,"['grey talon', 'shiv', 'viscous', 'haze', 'wraith', 'infernus']","['mcginnis', 'mo & krill', 'vindicta', 'lady geist', 'seven', 'kelvin']",7.557145697542998,7.446508579252068
1,"['dynamo', 'ivy', 'kelvin', 'mcginnis', 'haze', 'lash']","['viscous', 'infernus', 'vindicta', 'warden', 'seven', 'bebop']",7.4905304825112475,7.438272071540078
0,"['pocket', 'yamato', 'abrams', 'kelvin', 'haze', 'warden']","['shiv', 'mcginnis', 'vindicta', 'seven', 'infernus', 'lash']",7.3978238453644005,7.533149759827728
0,"['mcginnis', 'vindicta', 'wraith', 'seven', 'abrams', 'bebop']","['infernus', 'grey talon', 'viscous', 'haze', 'lady geist', 'ivy']",7.43879947440734,7.516617513748979
0,"['mcginnis', 'viscous', 'shiv', 'lady geist', 'wraith', 'haze']","['infernus', 'mo & krill', 'yamato', 'dynamo', 'seven', 'abrams']",7.460022658019065,7.523186948975893
0,"['vindicta', 'seven', 'abrams', 'kelvin', 'shiv', 'grey talon']","['lady geist', 'pocket', 'bebop', 'haze', 'mo & krill', 'infernus']",7.44898016440757,7.602081751732189
1,"['wraith', 'viscous', 'mo & krill', 'vindicta', 'kelvin', 'infernus']","['mcginnis', 'dynamo', 'seven', 'ivy', 'pocket', 'haze']",7.461397433982228,7.521307994691341
0,"['wraith', 'bebop', 'vindicta', 'haze', 'dynamo', 'lady geist']","['kelvin', 'infernus', 'seven', 'grey talon', 'lash', 'warden']",7.562099465938082,7.429768238391052
0,"['wraith', 'lash', 'infernus', 'seven', 'abrams', 'grey talon']","['pocket', 'viscous', 'dynamo', 'vindicta', 'mcginnis', 'bebop']",7.499218575317512,7.394817596827971
1,"['dynamo', 'yamato', 'infernus', 'kelvin', 'paradox', 'warden']","['viscous', 'seven', 'wraith', 'grey talon', 'vindicta', 'haze']",7.482840307672204,7.509969633686878
1,"['viscous', 'ivy', 'vindicta', 'bebop', 'shiv', 'infernus']","['lady geist', 'kelvin', 'grey talon', 'lash', 'mcginnis', 'seven']",7.536376115913306,7.386589749762129
1,"['seven', 'mo & krill', 'warden', 'lady geist', 'bebop', 'shiv']","['infernus', 'yamato', 'pocket', 'haze', 'wraith', 'viscous']",7.439559854221905,7.5039277257560215
0,"['dynamo', 'paradox', 'bebop', 'haze', 'infernus', 'mcginnis']","['mo & krill', 'grey talon', 'abrams', 'seven', 'shiv', 'lash']",7.58885342981178,7.5141703234655
1,"['dynamo', 'vindicta', 'infernus', 'grey talon', 'haze', 'mo & krill']","['abrams', 'warden', 'seven', 'pocket', 'bebop', 'wraith']",7.6417619937939465,7.388204695018754
0,"['mo & krill', 'kelvin', 'lash', 'seven', 'mcginnis', 'wraith']","['infernus', 'grey talon', 'haze', 'dynamo', 'bebop', 'lady geist']",7.411691525897624,7.60935252960974
0,"['lady geist', 'kelvin', 'pocket', 'lash', 'infernus', 'warden']","['seven', 'dynamo', 'mo & krill', 'abrams', 'mcginnis', 'vindicta']",7.420682852805118,7.466111803619737
0,"['seven', 'infernus', 'pocket', 'mcginnis', 'lady geist', 'haze']","['vindicta', 'shiv', 'grey talon', 'wraith', 'kelvin', 'paradox']",7.535205557133826,7.532243859573063
0,"['seven', 'wraith', 'bebop', 'kelvin', 'ivy', 'infernus']","['haze', 'warden', 'grey talon', 'shiv', 'abrams', 'lady geist']",7.439594571266158,7.482022689320729
0,"['haze', 'yamato', 'mo & krill', 'lash', 'infernus', 'wraith']","['seven', 'vindicta', 'grey talon', 'mcginnis', 'bebop', 'pocket']",7.564002443829797,7.472439862237455
1,"['infernus', 'paradox', 'warden', 'wraith', 'yamato', 'lash']","['kelvin', 'shiv', 'haze', 'seven', 'lady geist', 'pocket']",7.473203570757866,7.499760306630222
1,"['dynamo', 'pocket', 'ivy', 'warden', 'haze', 'yamato']","['shiv', 'lash', 'wraith', 'mcginnis', 'bebop', 'infernus']",7.521555444974111,7.516211825092008
1,"['bebop', 'kelvin', 'yamato', 'vindicta', 'viscous', 'shiv']","['haze', 'grey talon', 'lady geist', 'wraith', 'seven', 'abrams']",7.463282959870116,7.499055558573144
0,"['viscous', 'ivy', 'infernus', 'mcginnis', 'grey talon', 'seven']","['pocket', 'wraith', 'dynamo', 'haze', 'bebop', 'kelvin']",7.459295714731573,7.507561296000517
0,"['paradox', 'mo & krill', 'ivy', 'wraith', 'haze', 'vindicta']","['seven', 'abrams', 'pocket', 'dynamo', 'mcginnis', 'shiv']",7.591619416672767,7.446094142198885
0,"['seven', 'shiv', 'paradox', 'viscous', 'haze', 'mo & krill']","['infernus', 'bebop', 'pocket', 'kelvin', 'vindicta', 'grey talon']",7.600661008491932,7.5523703828920805
0,"['seven', 'yamato', 'wraith', 'paradox', 'vindicta', 'infernus']","['haze', 'kelvin', 'abrams', 'ivy', 'lash', 'mcginnis']",7.551610165501235,7.406229849167459
1,"['warden', 'vindicta', 'haze', 'grey talon', 'wraith', 'dynamo']","['viscous', 'bebop', 'seven', 'mcginnis', 'mo & krill', 'abrams']",7.586467950891959,7.435055000546246
1,"['abrams', 'seven', 'mcginnis', 'pocket', 'haze', 'wraith']","['vindicta', 'paradox', 'ivy', 'kelvin', 'dynamo', 'grey talon']",7.462736872014395,7.530158360856827
1,"['abrams', 'mcginnis', 'infernus', 'vindicta', 'pocket', 'bebop']","['haze', 'paradox', 'viscous', 'seven', 'ivy', 'wraith']",7.491329816232219,7.514501991751665
0,"['warden', 'grey talon', 'haze', 'paradox', 'lady geist', 'kelvin']","['pocket', 'dynamo', 'seven', 'viscous', 'bebop', 'mcginnis']",7.520850493675261,7.349440919558489
1,"['seven', 'paradox', 'kelvin', 'infernus', 'warden', 'mcginnis']","['pocket', 'bebop', 'viscous', 'mo & krill', 'vindicta', 'wraith']",7.421295708649862,7.476585540573042
0,"['wraith', 'lady geist', 'seven', 'lash', 'haze', 'shiv']","['yamato', 'pocket', 'mcginnis', 'warden', 'grey talon', 'infernus']",7.50091330804413,7.491393272184907
0,"['mcginnis', 'kelvin', 'seven', 'paradox', 'dynamo', 'wraith']","['haze', 'pocket', 'ivy', 'bebop', 'abrams', 'yamato']",7.434539712385404,7.496796791927354
1,"['vindicta', 'seven', 'mcginnis', 'haze', 'grey talon', 'infernus']","['ivy', 'wraith', 'viscous', 'bebop', 'warden', 'lady geist']",7.56670132849347,7.372187772623982
1,"['bebop', 'grey talon', 'mo & krill', 'wraith', 'mcginnis', 'lash']","['warden', 'dynamo', 'seven', 'vindicta', 'paradox', 'infernus']",7.495252440242998,7.534186916188909
1,"['haze', 'ivy', 'lash', 'mcginnis', 'kelvin', 'abrams']","['viscous', 'yamato', 'infernus', 'bebop', 'wraith', 'seven']",7.406229849167457,7.482261488631101
1,"['mcginnis', 'grey talon', 'haze', 'infernus', 'vindicta', 'bebop']","['lady geist', 'abrams', 'ivy', 'warden', 'pocket', 'seven']",7.584068692703966,7.369844207487336
1,"['warden', 'paradox', 'abrams', 'haze', 'viscous', 'mcginnis']","['lady geist', 'pocket', 'seven', 'dynamo', 'wraith', 'bebop']",7.40009666386567,7.439921754330946
0,"['abrams', 'seven', 'warden', 'vindicta', 'haze', 'pocket']","['infernus', 'mcginnis', 'lady geist', 'wraith', 'paradox', 'yamato']",7.464142761057655,7.49728132982532
1,"['paradox', 'wraith', 'yamato', 'infernus', 'grey talon', 'vindicta']","['lash', 'bebop', 'lady geist', 'haze', 'mcginnis', 'mo & krill']",7.593283831005056,7.503389507001954
0,"['dynamo', 'paradox', 'warden', 'infernus', 'haze', 'mcginnis']","['yamato', 'mo & krill', 'viscous', 'vindicta', 'ivy', 'lash']",7.570893329906895,7.521823195338894
0,"['warden', 'abrams', 'mcginnis', 'seven', 'paradox', 'grey talon']","['mo & krill', 'haze', 'yamato', 'bebop', 'ivy', 'wraith']",7.400039803130515,7.5269479790979155
0,"['pocket', 'warden', 'bebop', 'seven', 'vindicta', 'dynamo']","['infernus', 'ivy', 'shiv', 'paradox', 'haze', 'abrams']",7.484872181671376,7.588582129467803
1,"['mcginnis', 'grey talon', 'vindicta', 'lash', 'seven', 'infernus']","['abrams', 'wraith', 'haze', 'lady geist', 'yamato', 'bebop']",7.524239070640869,7.474171713361169
1,"['haze', 'vindicta', 'infernus', 'warden', 'grey talon', 'bebop']","['abrams', 'wraith', 'shiv', 'mcginnis', 'lash', 'seven']",7.589581780255675,7.420169387700544
0,"['viscous', 'haze', 'shiv', 'abrams', 'lady geist', 'grey talon']","['vindicta', 'wraith', 'yamato', 'seven', 'mcginnis', 'infernus']",7.496465409263269,7.513262185602203
1,"['grey talon', 'vindicta', 'seven', 'mo & krill', 'infernus', 'wraith']","['abrams', 'warden', 'bebop', 'haze', 'pocket', 'lady geist']",7.578846928543721,7.456107303737698
1,"['grey talon', 'pocket', 'bebop', 'yamato', 'vindicta', 'viscous']","['ivy', 'kelvin', 'haze', 'lady geist', 'abrams', 'mo & krill']",7.475137242321183,7.461283367828898
0,"['seven', 'grey talon', 'abrams', 'mcginnis', 'vindicta', 'paradox']","['dynamo', 'kelvin', 'lash', 'wraith', 'infernus', 'haze']",7.465518678580329,7.527638520828679
0,"['pocket', 'bebop', 'haze', 'mcginnis', 'ivy', 'vindicta']","['infernus', 'warden', 'dynamo', 'seven', 'paradox', 'wraith']",7.536497559369496,7.509517588153093
0,"['mo & krill', 'infernus', 'wraith', 'abrams', 'mcginnis', 'seven']","['haze', 'vindicta', 'kelvin', 'lady geist', 'paradox', 'shiv']",7.495681280554176,7.544078691845936
0,"['kelvin', 'mcginnis', 'vindicta', 'warden', 'wraith', 'infernus']","['ivy', 'yamato', 'dynamo', 'bebop', 'seven', 'haze']",7.415160819730378,7.531755263669571
0,"['ivy', 'warden', 'bebop', 'haze', 'lady geist', 'lash']","['wraith', 'dynamo', 'pocket', 'abrams', 'grey talon', 'infernus']",7.435894960938489,7.520315323096944
0,"['kelvin', 'mo & krill', 'warden', 'mcginnis', 'pocket', 'yamato']","['haze', 'seven', 'abrams', 'bebop', 'dynamo', 'lash']",7.469620891747637,7.520511851949611
1,"['dynamo', 'mo & krill', 'paradox', 'yamato', 'lady geist', 'grey talon']","['seven', 'bebop', 'vindicta', 'haze', 'warden', 'infernus']",7.55058751089771,7.532370382805651
1,"['seven', 'dynamo', 'wraith', 'vindicta', 'warden', 'haze']","['paradox', 'bebop', 'mcginnis', 'pocket', 'kelvin', 'grey talon']",7.536098257262637,7.4551335785809565
0,"['viscous', 'lady geist', 'seven', 'mo & krill', 'warden', 'lash']","['wraith', 'infernus', 'yamato', 'haze', 'pocket', 'shiv']",7.403335345967478,7.585670607444373
1,"['infernus', 'warden', 'seven', 'wraith', 'pocket', 'paradox']","['haze', 'lady geist', 'bebop', 'vindicta', 'dynamo', 'abrams']",7.495628634625918,7.526667901150593
1,"['abrams', 'paradox', 'bebop', 'vindicta', 'wraith', 'mcginnis']","['infernus', 'yamato', 'seven', 'viscous', 'pocket', 'haze']",7.477744476076198,7.508916259248265
0,"['bebop', 'lady geist', 'ivy', 'yamato', 'seven', 'vindicta']","['infernus', 'haze', 'abrams', 'viscous', 'kelvin', 'warden']",7.456562481152713,7.366696295583149
1,"['grey talon', 'lady geist', 'vindicta', 'mo & krill', 'haze', 'infernus']","['abrams', 'dynamo', 'mcginnis', 'ivy', 'bebop', 'kelvin']",7.628421942304691,7.414078687873499
1,"['mcginnis', 'yamato', 'wraith', 'haze', 'grey talon', 'vindicta']","['pocket', 'seven', 'ivy', 'warden', 'bebop', 'abrams']",7.556930235672228,7.394527606848303
0,"['warden', 'grey talon', 'abrams', 'viscous', 'infernus', 'bebop']","['mcginnis', 'dynamo', 'lady geist', 'paradox', 'seven', 'haze']",7.444486994197019,7.5186411225050565
