matchid,duration,winner,hero_1_A,hero_2_A,hero_3_A,hero_4_A,hero_5_A,hero_6_A,hero_1_B,hero_2_B,hero_3_B,hero_4_B,hero_5_B,hero_6_B
6425680,22:34,1,vindicta,haze,shiv,abrams,dynamo,bebop,warden,ivy,grey talon,seven,paradox,infernus
6425681,24:47,0,lady geist,bebop,haze,infernus,ivy,mcginnis,kelvin,mo & krill,grey talon,shiv,wraith,dynamo
6425682,44:47,1,infernus,vindicta,wraith,dynamo,lady geist,paradox,mcginnis,abrams,haze,warden,seven,bebop
6425684,31:43,0,grey talon,mo & krill,seven,vindicta,abrams,mcginnis,infernus,kelvin,wraith,pocket,bebop,haze
6425685,25:14,0,kelvin,lash,mcginnis,seven,wraith,viscous,bebop,vindicta,infernus,mo & krill,haze,grey talon
6425686,32:48,1,kelvin,pocket,mcginnis,lady geist,mo & krill,vindicta,infernus,haze,lash,bebop,viscous,seven
6425687,20:31,0,pocket,vindicta,infernus,haze,mo & krill,lash,viscous,seven,bebop,wraith,abrams,warden
6425688,30:47,0,wraith,mcginnis,ivy,warden,abrams,dynamo,bebop,infernus,kelvin,grey talon,haze,seven
6425692,31:04,0,shiv,mcginnis,viscous,kelvin,pocket,seven,abrams,warden,yamato,dynamo,haze,lady geist
6425693,26:32,1,shiv,abrams,bebop,infernus,vindicta,seven,haze,grey talon,dynamo,mo & krill,wraith,mcginnis
6425695,24:19,0,abrams,lash,mcginnis,vindicta,bebop,haze,seven,kelvin,wraith,ivy,grey talon,warden
6425699,19:46,1,grey talon,shiv,kelvin,haze,wraith,lady geist,vindicta,paradox,viscous,bebop,mo & krill,seven
6425701,40:40,0,haze,shiv,mcginnis,viscous,yamato,grey talon,pocket,warden,vindicta,seven,abrams,wraith
6425702,18:56,1,bebop,kelvin,wraith,vindicta,infernus,paradox,seven,haze,lash,grey talon,yamato,abrams
6425703,33:43,0,infernus,abrams,seven,bebop,yamato,mcginnis,ivy,kelvin,vindicta,lady geist,warden,haze
6425704,46:59,0,haze,grey talon,paradox,vindicta,bebop,lady geist,seven,infernus,lash,kelvin,shiv,mcginnis
6425717,26:47,0,seven,lash,lady geist,mcginnis,infernus,pocket,haze,mo & krill,wraith,vindicta,grey talon,ivy
6425718,24:10,1,infernus,yamato,vindicta,haze,bebop,ivy,wraith,dynamo,mcginnis,shiv,seven,grey talon
6425719,21:24,1,viscous,pocket,lady geist,vindicta,haze,dynamo,kelvin,abrams,infernus,seven,paradox,wraith
6425720,25:02,1,dynamo,kelvin,abrams,grey talon,infernus,shiv,seven,bebop,yamato,paradox,haze,vindicta
6425721,20:20,1,infernus,haze,vindicta,abrams,seven,dynamo,mo & krill,viscous,shiv,wraith,mcginnis,pocket
6425724,4:59,0,ivy,paradox,shiv,lady geist,grey talon,seven,dynamo,warden,infernus,wraith,vindicta,yamato
6425731,35:45,1,vindicta,mcginnis,yamato,viscous,lash,shiv,grey talon,lady geist,infernus,bebop,wraith,haze
6425732,37:52,1,vindicta,lash,seven,viscous,haze,bebop,wraith,yamato,warden,grey talon,mo & krill,kelvin
6425733,40:15,0,shiv,haze,seven,bebop,kelvin,paradox,mo & krill,wraith,vindicta,mcginnis,yamato,warden
6425734,36:51,1,haze,viscous,mcginnis,vindicta,ivy,bebop,grey talon,yamato,abrams,shiv,kelvin,seven
6425735,19:26,0,infernus,abrams,mcginnis,pocket,kelvin,paradox,yamato,haze,seven,wraith,vindicta,lady geist
6425736,24:33,1,vindicta,haze,wraith,pocket,grey talon,bebop,paradox,lady geist,kelvin,seven,mo & krill,infernus
6425739,49:15,0,seven,yamato,lady geist,bebop,shiv,mcginnis,haze,viscous,pocket,infernus,vindicta,ivy
6425740,36:53,1,lady geist,shiv,haze,yamato,vindicta,grey talon,seven,dynamo,wraith,infernus,mcginnis,bebop
6425743,34:09,0,kelvin,paradox,bebop,dynamo,haze,shiv,mcginnis,wraith,yamato,seven,vindicta,grey talon
6425744,35:54,1,seven,yamato,mo & krill,dynamo,paradox,viscous,ivy,warden,infernus,mcginnis,bebop,wraith
6425745,30:02,0,haze,mcginnis,pocket,ivy,lady geist,infernus,wraith,seven,warden,kelvin,bebop,paradox
6425746,20:22,1,shiv,wraith,bebop,ivy,mcginnis,infernus,seven,lady geist,haze,abrams,grey talon,dynamo
6425747,37:35,0,ivy,seven,wraith,dynamo,lady geist,pocket,haze,paradox,mo & krill,vindicta,warden,mcginnis
6425748,39:11,0,seven,infernus,dynamo,vindicta,lady geist,mcginnis,warden,yamato,haze,lash,abrams,viscous
6425752,27:07,1,vindicta,shiv,paradox,lady geist,bebop,seven,mcginnis,pocket,haze,warden,dynamo,infernus
6425753,17:17,0,kelvin,bebop,yamato,vindicta,mcginnis,seven,wraith,infernus,abrams,grey talon,haze,viscous
6425754,37:50,0,grey talon,vindicta,mo & krill,haze,mcginnis,wraith,pocket,dynamo,lady geist,kelvin,paradox,infernus
6425756,39:38,1,wraith,pocket,kelvin,haze,grey talon,infernus,warden,yamato,shiv,seven,mcginnis,vindicta
6425758,34:43,1,seven,paradox,mo & krill,bebop,vindicta,shiv,grey talon,mcginnis,wraith,lash,haze,infernus
6425762,32:56,0,mcginnis,lady geist,viscous,yamato,haze,seven,pocket,mo & krill,vindicta,shiv,wraith,warden
6425763,40:13,0,shiv,seven,mcginnis,ivy,dynamo,viscous,wraith,haze,vindicta,infernus,abrams,kelvin
6425766,46:05,0,infernus,ivy,kelvin,seven,shiv,dynamo,grey talon,vindicta,viscous,haze,lady geist,bebop
6425767,25:45,0,shiv,grey talon,wraith,haze,mcginnis,mo & krill,paradox,warden,vindicta,yamato,abrams,bebop
6425768,15:16,0,abrams,haze,grey talon,seven,mo & krill,viscous,lady geist,vindicta,pocket,wraith,mcginnis,yamato
6425769,26:29,1,infernus,ivy,haze,seven,wraith,mcginnis,lash,bebop,grey talon,vindicta,kelvin,pocket
6425770,36:01,1,viscous,mcginnis,haze,warden,infernus,mo & krill,kelvin,wraith,bebop,abrams,seven,vindicta
6425773,17:57,0,viscous,mcginnis,kelvin,seven,vindicta,lady geist,shiv,grey talon,pocket,yamato,haze,wraith
6425774,32:50,0,vindicta,yamato,haze,kelvin,seven,paradox,mcginnis,bebop,wraith,dynamo,warden,abrams
6425775,36:34,0,haze,vindicta,seven,bebop,shiv,mo & krill,viscous,yamato,dynamo,paradox,wraith,mcginnis
6425776,35:20,0,warden,dynamo,kelvin,vindicta,mcginnis,yamato,ivy,grey talon,bebop,haze,seven,infernus
6425781,45:41,0,ivy,haze,seven,paradox,wraith,bebop,warden,lady geist,mcginnis,shiv,infernus,vindicta
6425782,34:53,1,dynamo,pocket,grey talon,warden,infernus,mo & krill,wraith,paradox,yamato,seven,haze,vindicta
6425783,31:53,0,paradox,kelvin,ivy,seven,dynamo,abrams,haze,bebop,lady geist,wraith,grey talon,pocket
6425784,39:33,1,yamato,grey talon,warden,ivy,mcginnis,paradox,viscous,kelvin,lady geist,vindicta,haze,wraith
6425785,39:22,1,abrams,warden,dynamo,pocket,shiv,infernus,seven,haze,ivy,kelvin,lash,mcginnis
6425786,19:00,1,grey talon,shiv,haze,mcginnis,bebop,seven,wraith,infernus,paradox,lady geist,yamato,vindicta
6425787,39:52,1,yamato,abrams,vindicta,lady geist,dynamo,seven,ivy,grey talon,haze,wraith,kelvin,infernus
6425789,38:25,1,vindicta,abrams,pocket,wraith,mo & krill,bebop,lash,shiv,infernus,grey talon,dynamo,mcginnis
6425790,37:44,0,mcginnis,seven,ivy,yamato,bebop,dynamo,lady geist,pocket,warden,haze,kelvin,infernus
6425791,29:23,0,grey talon,infernus,ivy,wraith,seven,shiv,haze,viscous,kelvin,vindicta,mo & krill,paradox
6425792,39:32,1,mcginnis,wraith,paradox,lady geist,seven,mo & krill,abrams,dynamo,bebop,kelvin,shiv,haze
6425793,34:20,0,wraith,haze,abrams,bebop,infernus,lady geist,ivy,mcginnis,warden,seven,paradox,grey talon
6425795,47:41,0,dynamo,grey talon,viscous,wraith,haze,abrams,seven,lady geist,vindicta,kelvin,infernus,yamato
6425797,35:34,0,seven,lady geist,pocket,haze,viscous,kelvin,paradox,grey talon,mcginnis,dynamo,infernus,warden
6425798,36:47,1,grey talon,vindicta,seven,wraith,mo & krill,kelvin,infernus,ivy,lash,abrams,bebop,mcginnis
6425799,39:13,0,vindicta,lash,lady geist,dynamo,haze,paradox,wraith,grey talon,yamato,infernus,seven,shiv
6425800,26:40,1,shiv,mcginnis,haze,abrams,seven,wraith,ivy,vindicta,yamato,dynamo,pocket,mo & krill
6425801,34:25,1,seven,wraith,lady geist,abrams,haze,bebop,yamato,mcginnis,vindicta,warden,viscous,grey talon
6425807,42:03,1,mcginnis,wraith,seven,abrams,yamato,viscous,bebop,paradox,vindicta,warden,haze,infernus
6425808,25:22,0,infernus,wraith,vindicta,kelvin,lady geist,seven,viscous,haze,abrams,mo & krill,shiv,warden
6425809,45:14,1,dynamo,infernus,haze,wraith,vindicta,ivy,lady geist,grey talon,seven,paradox,pocket,mcginnis
6425820,33:45,1,mcginnis,haze,abrams,paradox,lady geist,wraith,infernus,bebop,grey talon,viscous,seven,yamato
6425822,45:45,1,paradox,vindicta,grey talon,mcginnis,abrams,dynamo,infernus,shiv,viscous,haze,bebop,seven
6425826,22:46,0,kelvin,vindicta,haze,lady geist,mcginnis,warden,ivy,seven,wraith,bebop,shiv,grey talon
6425827,44:52,0,wraith,shiv,pocket,kelvin,vindicta,haze,lash,warden,mcginnis,ivy,seven,lady geist
6425829,40:56,1,bebop,shiv,lash,yamato,grey talon,infernus,haze,dynamo,pocket,seven,mcginnis,wraith
6425832,57:44,1,abrams,wraith,shiv,mo & krill,seven,infernus,haze,grey talon,warden,viscous,kelvin,paradox
6425833,33:36,0,paradox,infernus,vindicta,pocket,bebop,haze,abrams,seven,ivy,kelvin,shiv,viscous
6425834,43:22,0,mo & krill,haze,abrams,dynamo,viscous,seven,wraith,pocket,infernus,lady geist,warden,vindicta
6425835,34:08,0,pocket,vindicta,infernus,lash,bebop,mcginnis,haze,seven,lady geist,wraith,grey talon,viscous
6425836,37:03,0,yamato,haze,lady geist,mo & krill,seven,infernus,abrams,pocket,lash,shiv,mcginnis,vindicta
6425838,39:37,0,paradox,grey talon,haze,infernus,mo & krill,bebop,mcginnis,pocket,wraith,dynamo,seven,vindicta
6425839,56:56,1,warden,lady geist,pocket,grey talon,haze,shiv,infernus,seven,kelvin,ivy,viscous,yamato
6425840,34:47,1,lash,vindicta,paradox,shiv,haze,dynamo,wraith,ivy,bebop,kelvin,mcginnis,seven
6425841,38:44,0,vindicta,kelvin,abrams,paradox,bebop,lash,grey talon,infernus,haze,seven,pocket,viscous
6425842,48:23,0,grey talon,bebop,haze,kelvin,shiv,lady geist,infernus,seven,wraith,lash,vindicta,warden
6425843,24:44,1,ivy,shiv,paradox,wraith,seven,bebop,vindicta,abrams,warden,viscous,haze,kelvin
6425844,29:23,0,haze,grey talon,mcginnis,infernus,ivy,pocket,mo & krill,vindicta,paradox,wraith,seven,yamato
6425846,42:13,0,pocket,ivy,wraith,abrams,lash,haze,infernus,bebop,vindicta,grey talon,paradox,viscous
6425847,33:39,0,infernus,seven,grey talon,lash,viscous,haze,lady geist,dynamo,wraith,kelvin,paradox,yamato
6425848,39:34,1,shiv,lash,mo & krill,bebop,paradox,warden,haze,pocket,seven,wraith,mcginnis,yamato
6425849,35:53,0,grey talon,kelvin,paradox,haze,infernus,mo & krill,pocket,warden,dynamo,vindicta,bebop,seven
6425850,28:39,1,warden,lash,mo & krill,bebop,abrams,vindicta,dynamo,paradox,haze,mcginnis,grey talon,seven
6425854,22:20,0,bebop,grey talon,seven,mcginnis,pocket,yamato,haze,infernus,dynamo,vindicta,ivy,abrams
6425855,38:14,1,vindicta,abrams,paradox,bebop,wraith,lash,haze,yamato,ivy,infernus,mo & krill,seven
6425856,32:51,1,mo & krill,ivy,bebop,yamato,wraith,vindicta,dynamo,viscous,mcginnis,haze,warden,seven
6425857,22:50,1,infernus,grey talon,abrams,seven,warden,paradox,pocket,wraith,shiv,yamato,lash,bebop
6425858,24:50,1,warden,viscous,ivy,haze,lash,mcginnis,shiv,vindicta,infernus,kelvin,seven,wraith
6425860,31:29,1,warden,viscous,dynamo,yamato,infernus,vindicta,abrams,ivy,bebop,seven,haze,wraith
6425861,28:19,1,bebop,vindicta,kelvin,abrams,ivy,lash,warden,seven,paradox,infernus,mcginnis,dynamo
6425862,21:29,1,bebop,paradox,yamato,mcginnis,infernus,grey talon,seven,kelvin,haze,vindicta,wraith,abrams
6425864,19:52,0,paradox,lady geist,seven,mcginnis,wraith,grey talon,haze,pocket,kelvin,infernus,bebop,dynamo
6425867,28:59,1,grey talon,lady geist,shiv,pocket,infernus,wraith,yamato,paradox,warden,bebop,seven,kelvin
6425868,26:30,0,seven,vindicta,dynamo,warden,paradox,shiv,bebop,viscous,haze,wraith,mo & krill,grey talon
6425874,33:42,0,seven,kelvin,lady geist,haze,wraith,vindicta,grey talon,yamato,infernus,ivy,shiv,lash
6425875,32:21,1,grey talon,seven,vindicta,ivy,haze,infernus,viscous,wraith,dynamo,bebop,yamato,shiv
6425877,30:52,0,haze,warden,grey talon,pocket,dynamo,yamato,abrams,vindicta,shiv,seven,wraith,paradox
6425878,27:13,0,ivy,warden,mcginnis,haze,viscous,grey talon,wraith,abrams,kelvin,bebop,yamato,seven
6425879,28:53,1,wraith,mcginnis,paradox,kelvin,bebop,lady geist,yamato,mo & krill,grey talon,seven,haze,lash
6425881,28:17,0,wraith,abrams,paradox,kelvin,ivy,seven,haze,vindicta,yamato,grey talon,lash,bebop
6425883,15:05,0,seven,pocket,kelvin,dynamo,wraith,viscous,vindicta,haze,grey talon,yamato,abrams,bebop
6425884,30:13,0,mcginnis,bebop,abrams,seven,warden,haze,grey talon,kelvin,wraith,vindicta,lady geist,infernus
6425885,23:34,0,mcginnis,infernus,seven,viscous,dynamo,grey talon,shiv,vindicta,bebop,lady geist,abrams,wraith
6425886,41:02,0,infernus,grey talon,wraith,seven,haze,mcginnis,dynamo,vindicta,abrams,yamato,shiv,viscous
6425888,34:53,1,vindicta,bebop,yamato,abrams,viscous,lady geist,lash,mo & krill,seven,warden,ivy,haze
6425889,36:08,0,warden,bebop,viscous,haze,wraith,kelvin,lash,abrams,seven,infernus,mo & krill,shiv
6425890,48:23,0,abrams,yamato,grey talon,seven,warden,haze,mcginnis,pocket,dynamo,ivy,bebop,paradox
6425896,46:49,0,warden,wraith,infernus,abrams,pocket,shiv,paradox,grey talon,vindicta,seven,haze,mo & krill
6425898,15:36,0,mcginnis,haze,grey talon,shiv,vindicta,seven,wraith,paradox,bebop,abrams,infernus,lady geist
6425899,28:58,0,pocket,vindicta,abrams,dynamo,paradox,mo & krill,seven,mcginnis,wraith,haze,yamato,kelvin
6425900,22:30,0,mo & krill,ivy,haze,infernus,dynamo,warden,lash,paradox,wraith,lady geist,mcginnis,grey talon
6425901,27:17,1,bebop,wraith,vindicta,haze,grey talon,lash,seven,infernus,warden,yamato,paradox,abrams
6425902,18:22,0,seven,yamato,wraith,lady geist,bebop,grey talon,vindicta,pocket,ivy,infernus,kelvin,haze
6425903,35:09,0,viscous,haze,pocket,grey talon,abrams,paradox,bebop,dynamo,vindicta,seven,infernus,lady geist
6425904,22:18,0,infernus,wraith,seven,vindicta,mcginnis,dynamo,lady geist,viscous,grey talon,lash,haze,bebop
6425906,33:01,1,bebop,kelvin,seven,infernus,grey talon,vindicta,haze,lady geist,dynamo,paradox,ivy,viscous
6425908,47:15,0,haze,warden,bebop,shiv,mo & krill,lady geist,kelvin,vindicta,mcginnis,yamato,dynamo,seven
6425910,23:24,1,lash,bebop,seven,abrams,mcginnis,ivy,yamato,paradox,wraith,kelvin,warden,lady geist
6425911,31:26,1,viscous,mo & krill,haze,infernus,wraith,vindicta,seven,dynamo,mcginnis,grey talon,kelvin,paradox
6425912,19:40,1,grey talon,dynamo,lady geist,haze,lash,pocket,warden,seven,vindicta,infernus,viscous,yamato
6425913,26:32,0,ivy,warden,haze,grey talon,yamato,bebop,vindicta,wraith,lady geist,viscous,infernus,dynamo
6425914,19:07,0,infernus,viscous,warden,lash,abrams,mcginnis,bebop,haze,vindicta,kelvin,dynamo,wraith
6425915,40:02,1,warden,dynamo,bebop,grey talon,seven,infernus,pocket,ivy,haze,yamato,abrams,vindicta
6425917,28:21,0,shiv,seven,ivy,lady geist,wraith,dynamo,mcginnis,haze,vindicta,lash,abrams,infernus
6425918,24:56,0,mcginnis,infernus,haze,yamato,abrams,warden,vindicta,seven,bebop,wraith,dynamo,kelvin
6425919,35:39,1,wraith,abrams,lash,haze,seven,pocket,infernus,mcginnis,lady geist,bebop,viscous,warden
6425920,21:25,0,seven,shiv,warden,haze,wraith,infernus,grey talon,vindicta,yamato,bebop,mcginnis,paradox
6425921,27:28,1,pocket,wraith,viscous,yamato,bebop,warden,infernus,haze,seven,grey talon,vindicta,dynamo
6425924,28:41,0,mcginnis,grey talon,abrams,haze,seven,yamato,kelvin,infernus,bebop,vindicta,dynamo,wraith
6425925,34:20,0,seven,lady geist,warden,pocket,wraith,haze,mo & krill,bebop,shiv,mcginnis,viscous,dynamo
6425927,31:42,1,wraith,dynamo,vindicta,seven,lady geist,mcginnis,infernus,pocket,haze,grey talon,shiv,kelvin
6425930,31:01,1,dynamo,kelvin,grey talon,mcginnis,abrams,seven,warden,wraith,vindicta,yamato,ivy,paradox
6425936,29:42,0,warden,infernus,ivy,kelvin,bebop,lash,paradox,lady geist,abrams,grey talon,shiv,wraith
6425939,28:44,1,mo & krill,pocket,vindicta,paradox,lash,infernus,haze,lady geist,bebop,seven,yamato,grey talon
6425940,35:34,0,wraith,seven,infernus,viscous,ivy,grey talon,dynamo,bebop,paradox,shiv,warden,pocket
6425944,40:03,0,wraith,infernus,bebop,haze,vindicta,lash,dynamo,seven,viscous,ivy,mcginnis,abrams
6425946,43:49,0,paradox,haze,lady geist,dynamo,seven,infernus,vindicta,pocket,warden,abrams,grey talon,mcginnis
6425947,17:30,0,vindicta,grey talon,paradox,seven,mcginnis,haze,kelvin,bebop,shiv,abrams,pocket,yamato
6425948,40:57,1,seven,dynamo,mcginnis,bebop,lash,shiv,ivy,kelvin,infernus,abrams,vindicta,lady geist
6425949,24:08,0,seven,haze,kelvin,pocket,lash,grey talon,wraith,mo & krill,vindicta,ivy,mcginnis,viscous
6425953,16:14,1,mcginnis,wraith,bebop,haze,infernus,ivy,dynamo,seven,kelvin,abrams,yamato,lash
6425954,33:42,0,wraith,vindicta,infernus,dynamo,haze,shiv,seven,grey talon,mcginnis,warden,lady geist,abrams
6425955,30:47,1,seven,grey talon,mcginnis,bebop,shiv,kelvin,abrams,ivy,vindicta,pocket,lash,haze
6425956,30:51,0,kelvin,abrams,mo & krill,infernus,ivy,pocket,mcginnis,seven,bebop,vindicta,viscous,grey talon
6425961,40:42,1,vindicta,dynamo,grey talon,mo & krill,bebop,shiv,infernus,seven,lash,wraith,viscous,haze
6425962,26:47,0,ivy,paradox,grey talon,abrams,mcginnis,bebop,warden,infernus,lady geist,kelvin,seven,pocket
