matchid,duration,winner,hero_1_A,nickname_1_A,lane_1_A,kills_1_A,deaths_1_A,assists_1_A,souls_1_A,SPM_1_A,last_hits_1_A,denies_1_A,level_1_A,hero_2_A,nickname_2_A,lane_2_A,kills_2_A,deaths_2_A,assists_2_A,souls_2_A,SPM_2_A,last_hits_2_A,denies_2_A,level_2_A,hero_3_A,nickname_3_A,lane_3_A,kills_3_A,deaths_3_A,assists_3_A,souls_3_A,SPM_3_A,last_hits_3_A,denies_3_A,level_3_A,hero_4_A,nickname_4_A,lane_4_A,kills_4_A,deaths_4_A,assists_4_A,souls_4_A,SPM_4_A,last_hits_4_A,denies_4_A,level_4_A,hero_5_A,nickname_5_A,lane_5_A,kills_5_A,deaths_5_A,assists_5_A,souls_5_A,SPM_5_A,last_hits_5_A,denies_5_A,level_5_A,hero_6_A,nickname_6_A,lane_6_A,kills_6_A,deaths_6_A,assists_6_A,souls_6_A,SPM_6_A,last_hits_6_A,denies_6_A,level_6_A,hero_1_B,nickname_1_B,lane_1_B,kills_1_B,deaths_1_B,assists_1_B,souls_1_B,SPM_1_B,last_hits_1_B,denies_1_B,level_1_B,hero_2_B,nickname_2_B,lane_2_B,kills_2_B,deaths_2_B,assists_2_B,souls_2_B,SPM_2_B,last_hits_2_B,denies_2_B,level_2_B,hero_3_B,nickname_3_B,lane_3_B,kills_3_B,deaths_3_B,assists_3_B,souls_3_B,SPM_3_B,last_hits_3_B,denies_3_B,level_3_B,hero_4_B,nickname_4_B,lane_4_B,kills_4_B,deaths_4_B,assists_4_B,souls_4_B,SPM_4_B,last_hits_4_B,denies_4_B,level_4_B,hero_5_B,nickname_5_B,lane_5_B,kills_5_B,deaths_5_B,assists_5_B,souls_5_B,SPM_5_B,last_hits_5_B,denies_5_B,level_5_B,hero_6_B,nickname_6_B,lane_6_B,kills_6_B,deaths_6_B,assists_6_B,souls_6_B,SPM_6_B,last_hits_6_B,denies_6_B,level_6_B
6425045,33:53,The Sapphire Flame,Haze,452049543,Left,18,9,7,37108,1095.17,127,4,29,Abrams,114191375,Mid Right,8,12,5,23424,691.31,73,3,24,Bebop,40380907,Right,3,14,14,24446,721.48,98,0,25,Lash,ℌ𝔦𝔪𝔟𝔬,Right,6,10,11,25130,741.66,83,4,25,Vindicta,275076684,Right,1,7,5,18803,554.93,60,4,22,Kelvin,407597136,Right,0,12,9,18425,543.78,64,5,22,Ivy,1053398681,Left,2,7,8,24310,717.46,135,10,25,Infernus,64585456,Mid Right,6,11,22,19721,582.03,79,2,22,Grey Talon,83706123,Right,19,3,17,30019,885.95,98,14,26,Wraith,43526363,Right,18,2,28,36079,1064.8,167,9,28,Viscous,42112915,Right,6,7,17,19651,579.96,49,0,22,Seven,Electricidad Daniel,Right,13,7,19,27125,800.54,112,2,25
6425051,20:38,The Sapphire Flame,Wraith,107008307,Left,4,7,3,11371,551.1,39,0,16,Seven,408388281,Left,8,4,4,18184,881.29,76,5,22,Vindicta,410472422,Mid Right,1,5,3,10331,500.69,39,6,15,Shiv,72948235,Right,0,16,1,7836,379.77,46,0,12,Paradox,266208004,Right,3,11,2,10479,507.87,49,5,15,Viscous,456921980,Right,3,10,0,10204,494.54,44,3,15,Lady Geist,168532644,Left,9,3,4,22801,1105.06,70,1,24,Bebop,112046162,Left,4,6,5,16675,808.16,72,6,21,Grey Talon,927135033,Mid Right,4,2,5,18160,880.13,112,1,21,Infernus,1265658324,Right,19,0,8,27107,1313.75,119,2,25,Haze,104170739,Right,10,3,8,16320,790.95,45,1,21,Abrams,354529186,Right,7,5,14,15844,767.88,42,3,20
6425052,27:01,The Amber Hand,Paradox,33601709,Left,1,12,3,19106,707.19,121,1,22,Seven,998242199,Mid Right,1,8,3,22956,849.7,102,8,24,Yamato,oneye,Mid Right,14,2,4,31371,1161.17,98,8,27,Grey Talon,73558391,Right,2,10,1,17052,631.17,66,4,21,Haze,78487786,Right,9,9,1,28350,1049.35,117,2,26,Dynamo,34395682,Right,3,3,2,24418,903.81,136,28,25,Warden,Kiippy,Left,14,4,7,27616,1022.18,95,16,26,Infernus,117321211,Mid Right,5,9,10,19850,734.73,73,4,22,McGinnis,Bwuen,Mid Right,2,3,11,27048,1001.16,143,21,26,Vindicta,116440059,Right,2,6,9,17920,663.29,101,2,21,Wraith,120255651,Right,4,5,11,18519,685.47,71,4,22,Bebop,Maglev,Right,16,4,9,30185,1117.27,105,7,27
6425055,37:38,The Amber Hand,Infernus,é o fabin,Left,4,10,16,30829,819.19,88,12,27,Seven,187881248,Left,14,8,14,41851,1112.07,171,6,30,Haze,LELE,Mid Right,16,10,4,49162,1306.34,261,2,33,Kelvin,Lea,Mid Right,6,13,13,30310,805.4,71,8,27,Lash,Razzeo 1v12,Right,20,3,23,68142,1810.68,365,17,33,Yamato,Vi,Right,8,10,12,32314,858.65,82,8,27,Bebop,jazz,Left,19,11,17,46807,1243.76,176,3,32,Abrams,64917829,Left,1,14,8,25643,681.39,65,1,25,Dynamo,NEYMAR 2,Mid Right,5,9,20,42125,1119.35,167,7,31,Shiv,TROVADOR,Mid Right,16,9,11,42966,1141.7,103,27,31,Ivy,LEOZINHO HEASDHOT,Right,11,15,12,43099,1145.23,197,18,31,Grey Talon,Briel,Right,2,10,16,33211,882.49,144,9,28
6425057,37:52,The Sapphire Flame,Kelvin,300272831,Left,6,8,8,41544,1097.11,200,16,30,Paradox,270846572,Left,4,15,6,28585,754.89,95,15,26,Shiv,NHGuiZeRA,Mid Right,22,15,3,47675,1259.02,215,2,32,Abrams,matt,Right,14,9,9,44045,1163.16,178,7,31,Yamato,maquina de armado m0nesy,Right,10,13,10,40462,1068.54,145,2,30,Vindicta,106046085,Right,2,14,4,21419,565.64,99,9,23,Haze,842792384,Left,12,8,11,41133,1086.26,205,9,30,Seven,862161808,Left,10,6,21,48985,1293.62,208,23,33,Wraith,114272697,Mid Right,8,17,12,28788,760.25,135,5,26,Lash,KSCERATO COM saudade dela,Right,25,5,17,48355,1276.98,117,13,33,Infernus,99151340,Right,10,14,15,44656,1179.3,220,9,31,Pocket,123220959,Right,9,9,11,36151,954.69,202,5,29
6425058,34:32,The Amber Hand,Shiv,GuFFs,Left,9,2,10,29005,839.91,105,5,26,Dynamo,156622478,Left,2,4,12,28250,818.05,153,10,26,Paradox,Jacks,Mid Right,2,3,12,24709,715.51,143,14,25,Abrams,162615972,Right,10,8,6,29315,848.89,136,6,26,Haze,87082561,Right,3,3,12,34611,1002.25,163,9,28,Wraith,106281280,Right,18,0,14,47746,1382.61,185,16,32,Pocket,188211458,Left,5,6,4,27149,786.17,107,9,26,Bebop,111250151,Left,1,9,7,20770,601.45,96,0,23,Ivy,168797949,Mid Right,0,10,4,20182,584.42,89,5,23,Seven,94727232,Right,4,9,4,27954,809.48,174,0,26,Yamato,890391420,Right,5,5,1,31374,908.51,158,6,27,Infernus,165995913,Right,5,5,4,29218,846.08,152,11,26
6425059,49:20,The Amber Hand,Warden,92136133,Left,9,13,15,37470,759.53,158,7,29,McGinnis,230563098,Mid Right,12,10,24,47859,970.11,242,10,32,Infernus,118918787,Mid Right,38,7,19,63621,1289.61,196,3,33,Paradox,312645654,Right,3,8,20,37549,761.13,205,13,29,Grey Talon,165101947,Right,2,11,11,28019,567.95,87,5,26,Haze,63485523,Right,9,5,17,45623,924.79,242,22,32,Kelvin,252371553,Left,13,11,16,42645,864.43,177,4,31,Abrams,1806897232,Mid Right,19,20,10,47207,956.9,139,1,32,Wraith,122643550,Mid Right,5,16,3,36876,747.49,195,2,29,Seven,1689400,Right,3,8,12,40557,822.1,259,9,30,Bebop,83990023,Right,5,12,11,37036,750.73,142,5,29,Vindicta,458744380,Right,8,7,10,41923,849.79,182,8,30
6425060,27:01,The Sapphire Flame,Shiv,61476431,Left,13,5,7,20150,745.84,46,0,23,Viscous,AMAZIN,Mid Right,3,6,10,16559,612.92,75,2,21,Grey Talon,Wildman Kibblez,Right,15,4,6,23848,882.71,66,17,24,Bebop,20253444,Right,2,10,16,16408,607.33,73,0,21,Seven,274565780,Right,0,10,6,17390,643.68,95,0,21,Kelvin,113653673,Right,1,10,3,15224,563.5,56,0,20,Lady Geist,91544998,Left,1,10,6,16041,593.74,75,2,21,McGinnis,Scudjuice,Mid Right,1,5,9,19112,707.42,81,10,22,Yamato,1084717026,Right,8,5,16,22571,835.45,51,3,24,Warden,30753734,Right,20,6,9,26883,995.05,86,12,25,Infernus,121966287,Right,7,2,12,23500,869.83,107,0,24,Pocket,72135594,Right,8,7,15,25155,931.09,105,14,25
6425061,27:15,The Sapphire Flame,Grey Talon,468428463,Left,1,8,0,14827,544.11,91,3,19,Pocket,StumpMemes,Mid Right,6,4,2,22091,810.68,98,18,24,Viscous,252361264,Mid Right,1,12,1,14911,547.19,49,0,19,Warden,16073429,Right,0,14,2,14115,517.98,82,1,19,McGinnis,FlakeyChan,Right,1,8,2,20554,754.28,119,5,23,Bebop,241730513,Right,2,6,4,23243,852.95,130,8,24,Wraith,very rare ♡,Left,3,2,3,21254,779.96,120,11,23,Abrams,76500498,Mid Right,6,3,9,23297,854.94,85,5,24,Vindicta,359844771,Mid Right,11,0,8,26540,973.94,108,10,25,Infernus,47835392,Right,9,2,9,29369,1077.76,159,2,26,Seven,158235371,Right,11,2,10,30936,1135.27,146,7,27,Haze,290249822,Right,11,3,9,28536,1047.19,90,3,26
6425062,12:50,The Sapphire Flame,Shiv,274654784,Left,0,3,0,1429,111.35,14,5,4,Warden,76639870,Mid Right,1,0,0,4847,377.69,25,7,9,Wraith,69130656,Mid Right,1,5,1,4674,364.21,24,6,9,Ivy,1003086325,Right,1,1,1,6205,483.51,25,2,11,Grey Talon,961701718,Right,1,2,1,6906,538.13,43,5,11,Lady Geist,1094700811,Right,0,4,0,5966,464.88,60,7,10,Haze,109066135,Left,4,2,3,12263,955.56,68,0,17,Infernus,90171607,Mid Right,4,1,1,12538,976.99,46,4,17,Paradox,342616348,Mid Right,1,0,1,11685,910.52,50,6,16,Vindicta,46233969,Right,2,1,0,11115,866.1,42,2,16,Yamato,131799015,Right,1,1,0,10144,790.44,29,1,15,Seven,103651961,Right,2,0,1,12915,1006.36,83,9,17
6425063,25:15,The Sapphire Flame,Grey Talon,72595690,Left,4,3,2,18053,714.97,107,2,22,Bebop,156651460,Mid Right,1,5,6,15295,605.74,90,4,20,Viscous,1347230095,Mid Right,2,4,1,17661,699.45,100,1,21,Paradox,1159652102,Right,0,8,3,12401,491.13,49,2,17,Infernus,481005726,Right,3,4,1,14250,564.36,66,1,19,McGinnis,88722277,Right,3,4,4,18336,726.18,135,8,22,Vindicta,74097194,Left,0,1,3,16139,639.17,87,2,20,Pocket,856367500,Mid Right,4,5,10,17585,696.44,58,2,21,Kelvin,136759089,Mid Right,4,4,6,18015,713.47,91,3,22,Seven,80183736,Right,7,1,9,22959,909.27,145,7,24,Abrams,215172530,Right,9,1,7,20432,809.19,70,16,23,Wraith,LMonstro,Right,4,1,9,22548,892.99,135,18,24
6425064,51:18,The Amber Hand,Haze,98518100,Left,26,10,19,48422,943.9,98,10,33,Seven,Grass,Left,13,10,32,51003,994.21,220,2,33,Grey Talon,Wat in tarnation,Mid Right,9,8,24,51137,996.82,272,10,33,Wraith,Crunks.,Right,18,5,29,68480,1334.89,275,41,33,Lady Geist,910654047,Right,0,14,22,36541,712.3,200,1,29,Shiv,11651225,Right,7,6,19,40365,786.84,149,6,30,Pocket,52617520,Left,2,17,12,35592,693.8,138,0,28,Lash,Zefranite,Left,19,7,7,56894,1109.04,191,10,33,Warden,WaffleK.O,Mid Right,2,5,15,45582,888.54,169,1,32,Infernus,75428981,Right,23,13,12,59656,1162.88,157,21,33,Vindicta,84251920,Right,3,13,11,34399,670.55,76,6,28,Bebop,214490098,Right,4,18,11,35737,696.63,120,12,28
6425065,19:28,The Amber Hand,Haze,itsdabtime,Left,6,3,8,19324,992.67,56,7,22,Seven,FlyingTaco30,Left,5,5,9,19153,983.89,117,4,22,Wraith,NATTYB209,Mid Right,9,1,12,23455,1204.88,109,4,24,Pocket,398297729,Right,1,3,2,16589,852.17,90,13,21,Lady Geist,Dano,Right,4,1,9,20556,1055.96,78,4,23,Grey Talon,Ivan,Right,9,1,10,22394,1150.38,84,5,24,Bebop,199203148,Left,7,6,4,16153,829.78,62,1,21,Yamato,258984909,Left,6,6,6,15309,786.42,60,11,20,Ivy,@KTVSKY,Mid Right,0,3,0,10600,544.52,70,7,16,Viscous,905105714,Right,1,5,1,10526,540.72,79,6,16,McGinnis,122003786,Right,0,8,0,9256,475.48,82,1,14,Paradox,84407653,Right,0,6,0,8408,431.92,40,7,13
6425067,27:42,The Sapphire Flame,Vindicta,Shak Zan,Left,2,2,7,21877,789.78,115,18,23,Ivy,113445367,Mid Right,1,6,3,14508,523.75,60,6,19,Kelvin,bobby,Mid Right,2,15,5,16223,585.67,72,13,21,Dynamo,191172682,Right,2,5,6,16401,592.09,62,4,21,Grey Talon,DIFFY,Right,5,2,2,22541,813.75,111,13,24,Abrams,360360989,Right,1,9,3,13562,489.6,66,4,18,Infernus,Trufflez,Left,1,3,5,22294,804.84,141,20,24,Haze,stacycomeback1969@yahoo.com,Mid Right,15,4,7,29300,1057.76,137,19,26,Mo & Krill,89045069,Mid Right,7,1,17,25418,917.62,80,4,25,Paradox,137260220,Right,4,0,9,22608,816.17,93,9,24,Seven,179862586,Right,6,5,5,20725,748.19,124,3,23,Shiv,Dangu,Right,6,0,10,22160,800.0,102,5,23
6425068,32:32,The Sapphire Flame,Wraith,106420011,Left,10,10,9,29537,907.9,124,8,26,Warden,28399843,Mid Right,12,12,16,30345,932.74,98,13,27,Dynamo,Blackheart Zero,Mid Right,5,12,21,25877,795.4,70,2,25,McGinnis,84459648,Right,7,7,8,38652,1188.07,241,4,29,Grey Talon,125428801,Right,8,7,11,32738,1006.29,137,17,27,Viscous,448108925,Right,8,6,12,28529,876.92,76,0,26,Infernus,360080055,Left,3,7,11,26882,826.29,113,5,25,Bebop,105602809,Mid Right,15,13,15,32468,997.99,95,5,27,Abrams,3259770,Mid Right,12,8,16,34344,1055.66,147,13,28,Seven,45656692,Right,14,9,9,38584,1185.98,215,5,29,Haze,224242425,Right,5,9,8,29944,920.41,146,9,26,Ivy,80409356,Right,5,5,8,25702,790.02,67,11,25
6425069,38:05,The Sapphire Flame,Shiv,84944500,Left,17,9,17,36685,963.28,89,10,29,Dynamo,83611083,Left,12,11,16,35120,922.19,79,6,28,Infernus,95408766,Mid Right,6,12,16,31621,830.31,104,7,27,Lash,Pakalolo,Mid Right,7,9,13,41365,1086.17,227,6,30,Grey Talon,80840902,Right,7,12,10,28261,742.08,110,0,26,Seven,2292371,Right,10,7,15,42113,1105.81,256,5,31,Wraith,Velerisa,Left,13,10,16,36184,950.13,112,6,28,Abrams,389997031,Left,5,10,22,32377,850.16,77,8,27,Warden,1126587798,Mid Right,6,11,20,34852,915.15,133,3,28,Kelvin,125692029,Mid Right,8,8,25,38447,1009.55,140,5,29,Lady Geist,38031081,Right,11,10,13,37381,981.56,136,5,29,Haze,928199804,Right,17,10,9,40103,1053.03,146,9,30
6425070,17:50,The Amber Hand,McGinnis,452125811,Left,7,2,5,21695,1216.54,134,2,23,Pocket,353065771,Left,10,4,7,21144,1185.64,76,5,23,Haze,88494674,Mid Right,6,7,2,15559,872.47,65,3,20,Viscous,116923122,Mid Right,8,2,4,18459,1035.08,68,9,22,Lady Geist,374497837,Right,2,2,5,14611,819.31,74,3,19,Seven,Deto,Right,3,3,5,16432,921.42,85,3,21,Bebop,Uranus,Left,1,8,2,12784,716.86,94,9,17,Grey Talon,374081766,Left,1,5,5,10867,609.36,33,2,16,Wraith,all i know is grind,Mid Right,5,6,1,13500,757.01,64,12,18,Vindicta,Danoosh,Mid Right,4,6,4,12308,690.17,58,6,17,Dynamo,BOT Dirty Sloth,Right,1,6,5,10301,577.63,45,1,15,Warden,eeriera,Right,6,6,3,16362,917.5,103,5,21
6425071,21:58,The Amber Hand,Lady Geist,175231379,Left,7,3,6,20264,922.49,51,23,23,Viscous,105481126,Left,3,1,8,19863,904.23,108,5,22,Wraith,General Ourumov,Mid Right,5,1,7,19765,899.77,114,16,22,Vindicta,1062427429,Right,3,1,19,18990,864.49,47,6,22,Haze,Verbnoun™,Right,17,3,8,22313,1015.77,92,4,24,Dynamo,8128997,Right,8,0,8,18954,862.85,80,10,22,Yamato,191492282,Left,3,5,0,13010,592.26,76,0,18,Seven,227264941,Left,0,7,4,13800,628.22,90,2,18,Infernus,Sweartome,Mid Right,1,2,0,12608,573.96,105,1,17,McGinnis,146606245,Right,4,10,1,10279,467.94,40,6,15,Bebop,453647849,Right,1,12,2,7653,348.39,24,1,12,Paradox,29421776,Right,0,7,1,10304,469.07,74,1,15
6425072,30:01,The Amber Hand,Infernus,1051864675,Left,4,6,7,19648,654.57,69,3,22,Seven,969879415,Left,6,5,16,23313,776.67,116,2,24,Paradox,439829440,Mid Right,5,4,12,21833,727.36,61,5,23,Vindicta,839014340,Mid Right,4,9,8,21755,724.76,74,0,23,Kelvin,157128025,Right,14,4,15,27748,924.42,106,19,26,Lash,109190933,Right,12,4,14,27077,902.07,116,8,25,Abrams,77805712,Left,13,10,6,28806,959.67,78,26,26,McGinnis,176286578,Left,4,10,5,20968,698.55,82,18,23,Grey Talon,182981878,Mid Right,4,4,8,21514,716.74,102,7,23,Viscous,181413266,Mid Right,3,4,4,20337,677.52,81,8,23,Shiv,78457208,Right,7,6,7,25402,846.26,122,23,25,Dynamo,190366438,Right,1,11,7,21480,715.6,103,1,23
6425073,21:09,The Sapphire Flame,Wraith,140396876,Left,0,6,1,8514,402.55,64,9,13,Abrams,8115793,Mid Right,4,5,1,13285,628.13,59,10,18,Pocket,8062262,Mid Right,1,3,5,13368,632.06,72,12,18,Dynamo,176483312,Right,0,11,0,9911,468.61,74,13,15,Lady Geist,🧸☁🫧 Nappy 🫧☁🧸,Right,2,5,7,15544,734.94,59,11,20,Haze,1060696846,Right,10,3,3,18216,861.28,66,8,22,Infernus,1241828265,Left,7,1,6,21192,1001.99,110,16,23,Seven,127205797,Mid Right,4,4,5,14965,707.57,67,1,19,Paradox,1037347507,Mid Right,1,4,8,14447,683.07,48,1,19,Warden,78106415,Right,15,1,4,26387,1247.61,141,3,25,Kelvin,175400313,Right,2,4,9,17607,832.48,87,0,21,Grey Talon,86840775,Right,4,4,7,13703,647.9,39,3,18
6425074,38:41,The Amber Hand,Seven,ArMaXChungus,Left,15,4,30,40730,1052.91,219,4,30,Grey Talon,1214847536,Left,24,6,21,39432,1019.35,105,3,30,Paradox,278618506,Mid Right,5,5,13,33744,872.31,187,5,28,Infernus,861845245,Right,4,9,14,28836,745.44,101,15,26,Lash,stop doggin' me!,Right,7,13,7,27853,720.03,100,11,26,Viscous,Rooster,Right,15,3,9,40946,1058.49,228,24,30,Ivy,447651195,Left,2,15,2,24302,628.23,117,3,25,Abrams,162530630,Left,3,13,2,24728,639.24,97,31,25,McGinnis,1149481223,Mid Right,2,16,1,21233,548.89,109,3,23,Vindicta,96393823,Right,11,5,8,35230,910.73,149,4,28,Bebop,99782569,Right,15,10,9,38850,1004.31,206,6,29,Lady Geist,135630437,Right,5,12,14,31338,810.12,125,2,27
6425075,34:57,The Amber Hand,Mo & Krill,1023384774,Left,14,5,38,34067,974.74,109,2,28,Grey Talon,1041568830,Mid Right,24,6,21,38272,1095.05,165,9,29,Kelvin,213499471,Mid Right,5,9,24,27423,784.64,120,3,26,Vindicta,393698261,Right,8,13,20,27706,792.73,93,4,26,Shiv,QB,Right,25,9,26,37712,1079.03,64,11,29,Dynamo,112106849,Right,8,6,37,27962,800.06,70,9,26,McGinnis,106973760,Left,10,8,14,38963,1114.82,178,5,29,Bebop,78099668,Mid Right,4,15,8,24751,708.18,86,3,25,Haze,903646009,Mid Right,17,17,8,33198,949.87,56,0,28,Yamato,Fatalmotion,Right,7,11,10,28172,806.07,133,3,26,Seven,203181003,Right,6,17,10,29234,836.45,154,3,26,Wraith,120800121,Right,4,16,5,26250,751.07,93,3,25
6425076,43:57,The Sapphire Flame,Lash,413183767,Left,16,6,13,41727,949.42,163,11,30,Wraith,483743168,Mid Right,10,4,16,43667,993.56,209,14,31,Vindicta,1124895742,Mid Right,7,7,18,40675,925.48,128,10,30,Haze,Broooooooooo what,Right,15,10,11,47692,1085.14,242,14,32,Pocket,874633810,Right,2,12,11,29264,665.85,117,4,26,McGinnis,32889720,Right,4,11,12,39965,909.33,241,9,30,Seven,peartree,Left,2,12,12,39893,907.69,245,4,30,Dynamo,332854387,Mid Right,3,12,13,40501,921.52,138,10,30,Shiv,1125375915,Mid Right,12,11,9,48994,1114.77,176,8,33,Grey Talon,141707246,Right,5,9,16,40294,916.81,140,8,30,Warden,1109390440,Right,9,7,15,47813,1087.9,224,17,32,Abrams,Additional Girth,Right,18,3,8,56433,1284.03,223,34,33
6425079,30:35,The Amber Hand,Mo & Krill,1011064906,Left,5,9,16,21813,713.23,87,0,23,Wraith,1057121059,Left,16,6,12,30699,1003.78,123,9,27,Lady Geist,AUS!,Mid Right,11,2,16,29862,976.41,158,2,26,Yamato,81530778,Right,13,2,17,27268,891.6,96,6,26,Abrams,63280460,Right,13,6,14,23587,771.24,78,6,24,Haze,335315084,Right,5,4,14,26331,860.96,123,13,25,Grey Talon,192518446,Left,9,11,7,23718,775.52,72,2,24,Viscous,101685565,Left,6,8,7,26966,881.72,119,2,25,Seven,207287292,Mid Right,5,12,5,26502,866.55,153,1,25,Bebop,72646912,Right,4,11,5,23899,781.44,110,8,24,Paradox,139452221,Right,1,10,3,21574,705.42,125,1,23,Infernus,1154493817,Right,4,11,1,23508,768.65,93,2,24
6425080,34:04,The Amber Hand,Seven,142172498,Left,8,9,18,26113,766.53,115,0,25,Mo & Krill,79790447,Mid Right,8,4,8,33816,992.64,135,22,28,Yamato,111820066,Right,10,6,19,27879,818.37,97,7,26,Haze,356711797,Right,5,6,13,29407,863.22,117,5,26,Abrams,111691365,Right,15,6,10,32993,968.48,112,6,27,McGinnis,400485038,Right,3,3,20,27064,794.44,109,4,26,Bebop,120074907,Left,12,11,5,30615,898.68,162,6,27,Lady Geist,237988077,Mid Right,8,7,7,31922,937.05,145,1,27,Grey Talon,57705338,Right,6,8,6,24107,707.64,95,3,25,Vindicta,148373858,Right,0,11,8,18040,529.55,55,1,22,Infernus,Kylash,Right,4,7,8,23877,700.89,82,13,24,Wraith,Cozys,Right,4,6,6,25052,735.38,88,19,25
6425081,39:20,The Sapphire Flame,Ivy,113490943,Left,3,15,5,24344,618.92,95,1,25,Haze,82093868,Mid Right,14,13,7,45227,1149.84,205,15,32,Yamato,180847422,Mid Right,7,10,10,31555,802.25,83,12,27,Infernus,38272678,Right,5,9,10,41520,1055.59,227,1,30,Abrams,61827974,Right,4,12,7,27522,699.71,106,2,26,Grey Talon,Chaotic,Right,14,8,10,43781,1113.08,162,21,31,Vindicta,1028862704,Left,12,10,8,29645,753.69,99,3,26,Viscous,384623306,Mid Right,11,11,13,34413,874.91,115,5,28,Kelvin,(×çGL-®×) Hiros,Mid Right,7,6,19,39235,997.5,200,5,30,Seven,1099242210,Right,7,8,23,34593,879.48,97,10,28,Wraith,97216134,Right,21,7,16,50315,1279.19,203,9,33,Shiv,creo™,Right,9,5,14,42207,1073.06,201,4,31
6425082,21:52,The Sapphire Flame,Wraith,18986766,Left,6,4,3,17218,787.41,79,6,21,Paradox,130136531,Mid Right,2,5,4,13031,595.93,35,4,18,Haze,BeanFlicker,Mid Right,10,2,5,21556,985.79,81,25,23,Pocket,1013296881,Right,5,6,7,17344,793.17,93,0,21,Kelvin,1100046094,Right,0,6,2,10746,491.43,24,0,16,Infernus,358216903,Right,1,14,1,12381,566.2,75,0,17,Bebop,19383962,Left,5,5,3,15589,712.91,74,3,20,McGinnis,103982483,Mid Right,3,5,7,14575,666.54,52,3,19,Warden,95828907,Mid Right,1,6,7,13800,631.1,52,1,18,Yamato,66516941,Right,5,4,10,20602,942.16,91,3,23,Dynamo,114593027,Right,2,2,16,18777,858.7,42,18,22,Shiv,effeww,Right,20,3,3,30464,1393.17,124,0,27
6425083,43:34,The Amber Hand,Shiv,189742493,Left,16,8,13,33535,769.74,77,1,28,Bebop,904525310,Left,7,11,16,35126,806.26,141,4,28,Haze,237501410,Mid Right,10,11,22,42537,976.37,207,11,31,Wraith,98836643,Right,16,4,19,46738,1072.79,207,29,32,Paradox,107101077,Right,4,10,12,28315,649.92,100,1,26,Ivy,40888613,Right,4,4,23,32025,735.08,106,4,27,Viscous,24014028,Left,6,13,17,28169,646.57,103,4,26,McGinnis,83722832,Left,4,12,7,24968,573.1,126,3,25,Vindicta,Toup,Mid Right,13,6,10,31229,716.81,101,15,27,Kelvin,86675910,Right,2,14,7,22460,515.53,111,6,24,Warden,1002753833,Right,10,6,8,39818,913.96,217,1,30,Seven,Hatshepsut,Right,13,6,12,43231,992.3,233,11,31
6425086,32:10,The Sapphire Flame,Infernus,50569395,Left,4,7,4,23605,733.83,136,4,24,Paradox,67785526,Left,2,7,4,17650,548.7,59,1,21,Lady Geist,911511541,Mid Right,2,13,2,18381,571.43,127,1,22,Viscous,113278170,Right,1,12,2,13251,411.95,31,0,18,Ivy,1137377647,Right,6,2,4,27012,839.75,124,15,26,McGinnis,393032434,Right,0,10,4,19574,608.52,90,4,22,Seven,Mando,Left,18,0,11,40333,1253.88,216,4,30,Dynamo,103863139,Left,4,2,14,23240,722.49,68,4,24,Abrams,160014892,Mid Right,10,3,16,27389,851.47,109,2,26,Wraith,1064970079,Right,6,5,13,25394,789.45,137,2,25,Vindicta,85092024,Right,6,1,11,24790,770.67,93,2,25,Haze,Hazanko,Right,7,4,17,27794,864.06,86,2,26
6425087,30:26,The Sapphire Flame,Vindicta,394331748,Left,2,9,1,22685,745.4,122,0,24,Lash,476079146,Left,5,8,7,23708,779.01,69,0,24,Bebop,880029029,Mid Right,11,11,3,30865,1014.18,121,11,27,Abrams,1133246255,Right,9,16,4,26422,868.19,112,0,25,Infernus,969343241,Right,3,2,4,29671,974.95,120,12,26,Viscous,63372209,Right,1,10,8,19123,628.36,32,0,22,McGinnis,JaxSnax,Left,5,4,15,27452,902.04,111,10,26,Wraith,52592312,Left,3,5,5,24073,791.01,87,6,24,Seven,1016728510,Mid Right,9,3,19,33484,1100.24,147,7,28,Haze,1240948736,Right,30,2,7,44827,1472.96,167,3,31,Lady Geist,1083272797,Right,3,7,13,23801,782.07,85,1,24,Pocket,1243746125,Right,5,10,8,20604,677.02,64,10,23
6425088,22:30,The Sapphire Flame,Grey Talon,82555471,Left,0,3,0,1265,56.22,13,0,4,Haze,132105357,Mid Right,2,1,0,3138,139.47,22,3,7,Paradox,Angel,Right,0,1,0,1303,57.91,3,2,4,Wraith,128783195,Right,0,2,0,952,42.31,10,3,3,Shiv,57220516,Right,1,0,0,1352,60.09,6,2,4,Abrams,324565258,Right,0,0,1,1384,61.51,8,1,4,Bebop,89684168,Left,5,0,0,23334,1037.07,155,0,24,Ivy,52982297,Mid Right,0,1,0,1204,53.51,12,2,4,Seven,109699298,Right,2,1,0,3014,133.96,16,2,7,Dynamo,102523386,Right,0,0,1,2647,117.64,11,0,6,Yamato,Moka,Right,0,0,0,795,35.33,10,4,2,Vindicta,166596204,Right,0,1,0,151,6.71,0,0,1
